,1-0-5-amf,1250-0-5-amf,13-0-5-amf,1338-0-5-amf,1387-0-5-amf,522-0-5-amf,856-0-5-amf,98-0-5-amf,1601-0-5-AMF,1619-0-5-AMF,1832-0-5-AMF,1850-0-5-AMF,1859-0-5-AMF,1875-0-5-AMF,1973-0-5-AMF,2355-0-5-AMF,2352-0-5-AMF,2597-0-5-AMF,2398-0-5-AMF,2500-0-5-AMF,2537-0-5-AMF,2629-0-5-AMF,2869-0-5-AMF,2893-0-5-AMF,2923-0-5-AMF,3239-0-5-AMF,3381-0-5-AMF,3409-0-5-AMF,3500-0-5-AMF,3667-0-5-AMF,3682-0-5-AMF,3779-0-5-AMF,3907-0-5-AMF,473-0-5-AMF,672-0-5-AMF,717-0-5-AMF
ASV894,0,0,0,0,0,0,0,0,0,0,0,0.010514665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010515873,0,0,0,0
ASV1814,0,0,0,0,0,0,0,0,0,0.010602679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV922,0,0,0,0,0,0,0,0,0,0.010602679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010827198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1563,0,0.010883008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV418,0,0,0,0,0,0,0,0,0,0,0,0.011068069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV882,0,0,0.004373633,0,0,0,0,0,0,0.006696429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3367,0.011246485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV497,0.011246485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011251758,0,0,0,0,0
ASV1645,0.000937207,0.000989364,0.002499219,0,0,0,0,0,0,0,0,0,0,0,0.003673769,0,0,0.00108272,0,0,0,0,0.000614628,0,0,0.000294464,0,0,0,0,0.000703235,0.000396825,0,0,0,0.000248385
ASV3142,0,0,0,0,0,0,0,0,0,0.000558036,0,0.00166021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0
ASV1497,0,0.011625031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2179,0,0.00222607,0,0,0,0,0,0,0,0,0,0.009407858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010372178,0,0,0,0,0,0.001758087,0,0,0,0,0
ASV3207,0.012183693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012419275
ASV1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012570294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012647555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01266766
ASV773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003828033,0,0,0,0,0,0.008928571,0,0,0,0
ASV1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012896825,0,0,0,0
ASV3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013227513,0,0,0,0,0,0,0,0,0
ASV907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007347539,0,0,0,0,0.005919575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV182,0,0,0,0,0,0,0,0,0,0.013392857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1565,0,0,0.013745704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1377,0,0,0,0,0,0,0,0,0,0.013950893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV816,0,0,0,0,0,0,0,0,0,0.013950893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014232999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014416315,0,0,0,0,0
ASV466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012073027,0,0,0,0,0.002461322,0,0,0,0,0
ASV1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014724989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014751076,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2635,0,0,0,0,0,0,0,0,0,0,0.00896861,0,0,0.005902192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014885875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV879,0.002811621,0.001484047,0.003748828,0,0,0,0,0,0,0,0,0,0.002749141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0.000496771
ASV1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01547619,0,0,0,0
ASV1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015547469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV752,0,0,0,0,0,0,0,0,0,0,0.002989537,0,0,0,0,0.008269931,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004651163,0,0,0,0,0,0
ASV1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015921617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016269841,0,0,0,0
ASV749,0,0,0,0,0,0,0,0.016326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1213,0,0.016571853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1129,0.014995314,0.000742023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000993542
ASV804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017078916,0,0,0,0,0,0,0,0,0,0
ASV1949,0,0,0,0,0,0,0,0,0,0.017299107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV376,0,0,0,0,0,0,0,0,0,0,0,0,0.004123711,0,0.012490816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745156
ASV1179,0,0.013109077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004470939
ASV332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017693716,0,0,0,0,0,0,0,0,0,0,0
ASV692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009961022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007738095,0,0,0,0
ASV1066,0.001874414,0,0.000937207,0,0,0.001610306,0,0.003061224,0,0,0,0,0.006185567,0,0,0,0,0.000649632,0,0,0,0,0.000614628,0,0,0,0,0,0,0,0,0.001984127,0,0,0,0.000993542
ASV838,0,0,0,0,0,0,0,0,0.010814708,0.003348214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003373016,0,0.000614251,0,0
ASV603,0.007497657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010928962
ASV1168,0,0.001484047,0,0,0,0,0.002272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0.00130719,0,0,0,0,0,0,0,0,0,0,0,0
ASV3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01953125,0,0,0
ASV303,0,0,0,0,0,0,0,0,0,0.01953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019638243,0,0,0,0,0,0
ASV2436,0.01968135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012343006,0,0,0,0,0,0,0,0,0,0,0,0,0.007383966,0,0,0,0,0
ASV1106,0,0,0,0,0.000862813,0.003220612,0,0,0.00036049,0,0,0,0,0,0,0.000330797,0.001547189,0,0,0.00122474,0,0.001053741,0,0,0.004881025,0.001766784,0,0.000924214,0.001488095,0.002583979,0,0,0,0,0,0
ASV1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020261438,0,0,0,0,0,0,0,0,0,0,0,0
ASV932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008012126,0,0,0,0,0,0,0,0.012367491,0,0,0,0,0,0,0,0,0,0
ASV1752,0,0,0,0,0,0,0,0,0,0.020647321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV751,0,0,0,0,0,0,0,0,0,0.020647321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV412,0,0,0,0,0,0,0,0.018367347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002355713,0,0,0,0,0,0,0,0,0,0
ASV447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013690476,0,0,0,0.007451565
ASV627,0,0,0,0,0,0,0,0,0,0.021205357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1432,0,0,0.003436426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0,0,0,0,0
ASV1007,0,0.022013356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1008,0,0.022013356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1094,0,0,0.007810059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011189635,0,0,0,0,0,0.003571429,0,0,0,0
ASV1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022741242,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV361,0,0.001484047,0,0,0.000575209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021031746,0,0,0,0
ASV419,0,0,0.023430178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1235,0,0,0,0,0,0,0,0,0.023431867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV614,0.017806935,0,0,0,0,0.006441224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2265,0,0,0,0,0,0,0,0.024489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024739583,0,0,0
ASV244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019642857,0,0,0,0.005961252
ASV1531,0,0,0,0,0,0,0,0,0,0.025669643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1901,0,0,0,0,0,0.025764895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV904,0,0.026218155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026356589,0,0,0,0,0,0
ASV770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026501767,0,0,0,0,0,0,0,0,0,0
ASV903,0.011246485,0.000494682,0,0,0,0,0,0,0,0,0,0,0,0.006745363,0,0,0,0.001948896,0,0.000816493,0,0,0,0,0,0,0,0,0,0,0,0,0.001302083,0,0,0.004470939
ASV667,0,0,0,0,0,0,0,0,0,0,0,0,0.027491409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007145951,0,0,0,0,0,0,0,0.005005889,0,0,0,0,0,0.015674603,0,0,0,0
ASV553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028174603,0,0,0,0
ASV966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028563015,0,0,0,0,0,0,0,0,0,0
ASV446,0,0,0,0,0,0,0,0.003061224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015863331,0,0,0,0,0.009819121,0,0,0,0,0,0
ASV771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028869779,0,0
ASV793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016863406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012301587,0,0,0,0
ASV1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02928615,0,0,0,0,0,0,0,0,0,0,0
ASV1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02928615,0,0,0,0,0,0,0,0,0,0,0
ASV719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015987622,0.013425725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029947917,0,0,0
ASV110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029947917,0,0,0
ASV731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029960317,0,0,0,0
ASV732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029960317,0,0,0,0
ASV791,0,0,0,0,0,0,0,0,0,0,0,0,0.03024055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303
ASV1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016369048,0.013953488,0,0,0,0,0,0
ASV569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030555556,0,0,0,0
ASV750,0.01968135,0,0,0,0,0,0,0,0,0.000558036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002461322,0.000793651,0,0,0,0.007451565
ASV839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02187094,0,0,0,0,0,0,0,0,0,0,0,0.009302326,0,0,0,0,0,0
ASV2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0
ASV2475,0,0,0,0,0,0,0,0,0,0,0.031390135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV639,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004215852,0.0095518,0,0,0,0,0.002449479,0,0,0,0,0,0.002061249,0,0,0,0,0,0,0,0,0,0.013412817
ASV870,0,0,0,0,0.032499281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV956,0,0,0.014058107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0,0,0,0,0
ASV1453,0,0,0,0,0,0,0,0.013265306,0,0,0,0,0,0,0,0,0,0.003031615,0,0,0,0,0,0,0,0,0,0,0.016369048,0,0,0,0,0,0,0
ASV526,0.033739456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV737,0,0,0,0,0,0,0.034090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV239,0,0,0,0,0,0.000805153,0,0,0,0,0,0,0,0.001686341,0,0,0,0,0,0.006123699,0.01369863,0,0,0.005228758,0,0,0,0,0,0.006718346,0,0,0,0,0,0
ASV938,0,0.001731388,0,0,0,0,0,0,0,0.000558036,0,0,0,0.003372681,0,0.000330797,0.001547189,0.000866176,0,0.001428863,0,0.00052687,0.006146281,0.005228758,0,0.000588928,0,0.003696858,0.005208333,0.001550388,0.00140647,0,0,0,0,0.000248385
ASV832,0,0,0,0,0,0,0,0,0,0,0,0.008301051,0.013745704,0,0,0,0,0.002381984,0,0.000408247,0,0,0.00983405,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV296,0,0,0.020930959,0,0,0.011272142,0,0,0,0,0,0,0,0,0,0,0,0.002598528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035064505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV678,0,0,0,0,0,0.035426731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV507,0,0,0,0,0,0,0,0.007142857,0,0.00390625,0,0.006087438,0.006185567,0.003372681,0,0,0.00051573,0.001732352,0.005535055,0.000408247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000745156
ASV809,0,0,0,0,0.035662928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV714,0,0,0,0,0,0,0,0,0,0,0,0.027670172,0,0.008431703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017706577,0.0095518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006142506,0,0.00273224
ASV1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036240786,0,0
ASV476,0.032802249,0,0,0,0,0,0,0,0,0,0,0.003873824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV717,0,0,0.001562012,0,0.003451251,0,0.006818182,0,0.001441961,0,0,0.002767017,0.005498282,0,0,0,0.004125838,0.003681247,0,0,0,0,0.004302397,0,0,0,0,0,0,0,0.00281294,0.000595238,0,0,0,0
ASV594,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023955774,0,0
ASV281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037760417,0,0,0
ASV777,0,0.000494682,0.000937207,0,0.000287604,0.002415459,0.002272727,0.006122449,0,0.000558036,0,0,0.000687285,0,0.001469508,0.000661594,0.003094379,0.000866176,0,0.00183711,0,0.001580611,0,0,0.005491153,0.002944641,0,0,0.004464286,0.002583979,0,0,0,0,0,0
ASV341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039312039,0,0
ASV1445,0,0,0,0,0,0.039452496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV795,0,0,0.004686036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018518519,0,0,0,0,0.006150794,0,0,0,0.010183805
ASV766,0,0,0,0,0.039689387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030354132,0.0095518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV660,0,0,0,0,0,0,0,0,0.04001442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1147,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0,0.026451139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04023845
ASV1124,0,0,0,0,0,0,0,0,0,0.041294643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2090,0,0,0,0,0,0,0,0,0,0,0.041853513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV392,0,0,0,0,0,0,0,0,0,0,0.041853513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043055556,0,0,0,0
ASV542,0,0,0,0,0,0,0,0.006122449,0,0,0,0.008854455,0,0,0,0,0,0.014941533,0,0,0,0,0,0,0,0.005889282,0,0,0,0,0,0.007539683,0,0,0,0
ASV662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297619,0,0,0,0.040486836
ASV388,0,0.031659659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011922504
ASV1043,0,0,0,0,0,0,0,0,0,0,0,0.008301051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036175711,0,0,0,0,0,0
ASV413,0,0.004699481,0,0,0,0,0,0,0,0,0,0,0.020618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0.003477397
ASV256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044807591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV858,0,0,0,0,0,0,0,0,0.037490988,0,0,0,0,0,0.008082292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045837724,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV156,0,0,0,0,0,0,0,0,0,0,0.02690583,0,0,0,0,0.019186239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV502,0,0,0.004686036,0,0,0,0,0,0,0,0,0,0.01443299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016865079,0,0,0,0.010928962
ASV599,0,0,0.007497657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040084388,0,0,0,0,0
ASV380,0,0,0,0,0,0,0,0.006122449,0,0,0,0.003873824,0.008247423,0.002529511,0.005878031,0,0.003610108,0.010827198,0,0,0,0,0,0,0,0,0.006613757,0,0,0,0,0,0,0,0,0
ASV711,0,0,0.04873477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04928835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009527934,0.040590406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
