,1-0-5-amf,1239-5-10-amf,1250-0-5-amf,1250-5-10-amf,13-0-5-amf,13-5-10-amf,1338-0-5-amf,1387-0-5-amf,1387-5-10-amf,522-0-5-amf,522-5-10-amf,672-5-10-amf,717-5-10-amf,856-0-5-amf,856-5-10-amf,98-0-5-amf,98-5-10-amf,1859-5-10-AMF,1601-5-10-AMF,1601-0-5-AMF,1619-0-5-AMF,1619-5-10-AMF,1832-0-5-AMF,1832-5-10-AMF,1850-0-5-AMF,1850-5-10-AMF,1859-0-5-AMF,1875-0-5-AMF,1875-5-10-AMF,1973-5-10-AMF,1973-0-5-AMF,2355-0-5-AMF,2352-0-5-AMF,2355-5-10-AMF,2597-0-5-AMF,2398-0-5-AMF,2398-5-10-AMF,2500-0-5-AMF,2500-5-10-AMF,2537-5-10-AMF,2537-0-5-AMF,2597-5-10-AMF,2629-0-5-AMF,2629-5-10-AMF,2869-0-5-AMF,2893-0-5-AMF,2893-5-10-AMF,2923-0-5-AMF,2923-5-10-AMF,2869-5-10-AMF,3239-0-5-AMF,3239-5-10-AMF,3381-0-5-AMF,3381-5-10-AMF,3409-0-5-AMF,3409-5-10-AMF,3500-0-5-AMF,3667-0-5-AMF,3667-5-10-AMF,3682-0-5-AMF,3682-5-10-AMF,3779-0-5-AMF,3779-5-10-AMF,3907-0-5-AMF,3907-5-10-AMF,473-0-5-AMF,473-5-10-AMF,554-5-10-AMF,672-0-5-AMF,717-0-5-AMF
ASV1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008539458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008600469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008604794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002213614,0,0,0,0,0,0,0,0,0,0.000866176,0,0,0,0,0.003255562,0,0,0,0,0.001843884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481348,0,0,0,0,0,0,0,0,0,0,0
ASV2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002767017,0,0.004123711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001925391,0,0,0,0,0,0,0,0,0,0,0
ASV2217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008941345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1321,0,0,0,0,0,0.008943982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008962868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1805,0,0,0.000247341,0,0.00531084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002614379,0,0,0,0.00112835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3232,0,0,0,0,0,0,0,0,0,0,0,0,0.00933908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009386282,0,0,0,0,0,0,0,0,0,0,0
ASV2815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009407858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004694836,0.00109549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003696858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009572431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3386,0,0,0,0,0,0,0,0,0,0.009661836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009717314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009798865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007133865,0,0,0,0,0,0,0,0,0.002749141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004494382,0,0,0,0,0,0,0,0.003307972,0,0,0,0,0,0,0,0,0,0,0.002107482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007930786,0,0,0,0,0,0,0,0,0,0,0,0,0.002062919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010014306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010061085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008956797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001203369,0,0,0,0,0,0,0,0,0,0,0
ASV1221,0,0,0,0,0,0.01035619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01042041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010457516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1713,0,0,0,0,0,0,0,0,0.010593811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1155,0,0,0.00445214,0.00625071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1063,0,0,0,0.002954881,0.000312402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007539683,0,0,0,0,0,0,0,0
ASV2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007936508,0.002874596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010827198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1563,0,0,0.010883008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2132,0,0,0,0,0,0,0,0,0,0,0,0,0.005747126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001085187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004222553
ASV1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1807,0.000937207,0,0,0,0.000624805,0.000627648,0,0,0,0,0,0,0,0,0,0.004081633,0,0,0,0,0,0.001872659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294464,0,0,0,0,0,0,0,0,0,0.000303306,0,0,0,0,0.001228501,0.001184834,0,0,0
ASV3367,0.011246485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011251758,0,0,0,0,0,0,0,0,0,0
ASV2019,0,0.000560852,0,0,0,0,0,0,0.000557569,0,0.003891051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137457,0.00084317,0,0,0,0,0,0,0.000433088,0.000527148,0,0,0,0,0,0.001813984,0,0,0,0,0,0,0,0.000141044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001184834,0,0,0
ASV2552,0,0,0,0,0,0,0,0.000287604,0,0,0,0,0,0.006818182,0,0,0.000715308,0,0.001914486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001627781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000715308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004480759,0.00621118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002061249,0.009389671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004427227,0.007036747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011486918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1497,0,0,0.011625031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2179,0,0,0.00222607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009407858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01179302,0,0,0,0,0,0,0,0,0,0,0
ASV3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004286589,0,0,0,0,0,0,0,0,0,0.000182582,0,0.006849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000481348,0,0,0,0,0,0,0,0,0,0,0
ASV3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011862396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011937059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003638769,0,0.008303677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1430,0,0,0,0,0,0,0,0,0.011430164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000527148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558036,0.000561798,0,0,0.00166021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009259259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3207,0.012183693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2020,0,0,0,0,0,0,0,0,0,0,0,0,0.000718391,0,0,0,0,0.000419639,0,0,0.000558036,0.000187266,0,0,0.001106807,0,0,0,0,0.000833333,0,0,0,0,0,0,0,0.00061237,0,0,0,0,0,0,0,0,0.000717618,0,0,0,0,0,0.002645503,0.000718649,0,0,0,0,0,0,0,0,0,0,0,0.003071253,0,0,0,0.000745156
ASV1225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012359551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009219422,0,0.000717618,0,0,0,0,0,0,0.002515271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1478,0,0,0,0,0,0,0,0,0,0,0,0,0.000718391,0,0,0,0.001072961,0.002098196,0,0.000720981,0,0,0,0,0,0,0,0,0,0,0.002204262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001796622,0,0,0,0,0,0,0,0.00297619,0.000412882,0,0,0,0,0,0,0.000496771
ASV1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012509773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1197,0,0,0,0,0,0.001882944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010674157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012570294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012647555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01266766
ASV1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012896825,0,0,0,0,0,0,0,0
ASV3559,0,0,0,0,0,0,0,0,0,0.002415459,0,0.002762431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061237,0,0,0,0,0,0,0,0,0,0,0,0,0.000164908,0,0.005555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001447178,0
ASV1093,0,0,0,0.006818957,0,0,0,0.00402646,0,0,0,0,0.002155172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3124,0,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000164908,0,0.002777778,0,0,0,0,0.000333,0,0,0,0,0,0,0.002105263,0.000744048,0,0,0,0,0,0,0,0,0,0,0.002232143,0,0
ASV3841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013227513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013237064,0,0,0,0,0,0,0,0,0,0,0
ASV1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013291634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001276324,0,0,0,0,0,0.005534034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001488095,0,0.005054152,0,0,0,0,0,0,0,0,0,0,0
ASV1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013483146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006437768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003286231,0,0.003791469,0,0,0
ASV1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010602679,0.002996255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1645,0.000937207,0,0.000989364,0,0.002499219,0.00078456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003673769,0,0,0,0.00108272,0,0,0,0,0,0,0,0,0,0.000614628,0,0,0,0,0.000141044,0.000294464,0,0,0,0,0,0,0,0,0.000703235,0,0.000396825,0.001238646,0,0,0,0,0,0,0.000248385
ASV1358,0,0,0.001236705,0.000227299,0,0,0,0,0.001672707,0,0,0,0,0,0,0,0,0,0,0.002162942,0,0,0,0,0,0,0,0.003372681,0,0,0,0,0,0,0.000866176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001974612,0,0,0,0,0,0,0,0,0,0.001758087,0,0.000396825,0,0,0,0,0,0,0,0
ASV1162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1565,0,0,0,0,0.013745704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013812875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01323319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000649632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2720,0,0,0,0,0,0,0,0,0,0,0,0.002762431,0,0,0,0.002040816,0,0,0,0,0,0,0,0.002247191,0,0,0,0,0,0,0,0,0.00103146,0.00118624,0.000216544,0,0,0,0,0.001627781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002894356,0
ASV1381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014232999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008604794,0,0,0,0,0.005782793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1528,0,0,0,0.000227299,0,0,0,0,0,0,0,0,0.003591954,0,0,0.005102041,0,0,0,0,0,0.00093633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002874596,0,0,0,0,0,0,0,0.001587302,0,0,0,0,0,0,0,0.000248385
