,1239-5-10-ITS,1250-5-10-ITS,13-5-10-ITS,1338-5-10-ITS,1387-5-10-ITS,522-5-10-ITS,672-5-10-ITS,717-5-10-ITS,856-5-10-ITS,98-5-10-ITS,1859-5-10-ITS2,1601-5-10-ITS2,1619-5-10-ITS2,1832-5-10-ITS2,1850-5-10-ITS2,1875-5-10-ITS2,1973-5-10-ITS2,2355-5-10-ITS2,2398-5-10-ITS2,2500-5-10-ITS2,2352-5-10-ITS2,2537-5-10-ITS2,2597-5-10-ITS2,2629-5-10-ITS2,2893-5-10-ITS2,2923-5-10-ITS2,2869-5-10-ITS2,3239-5-10-ITS2,3381-5-10-ITS2,3409-5-10-ITS2,3667-5-10-ITS2,3682-5-10-ITS2,3779-5-10-ITS2,3907-5-10-ITS2,473-5-10-ITS2,554-5-10-ITS2
ASV10337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480677,0,0,0,0
ASV5123,0,0,0.000482606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5124,0,0,0.000482606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2963,0,0,0.000482606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8177,3.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331217,0,0,0,0.000118883,0,0,0,0,0,0,0,0,0
ASV10646,0,0,0,0,0,0,0,0,0,0,0,0.000121814,0,0,0,0,0,0,0,0,0.000362845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5920,0,0,0,0,0,0,0.000484983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000436463,0,0,0,4.90E-05,0,0,0,0,0,0
ASV6445,0,0,0,0,0.00048692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9522,0,0,0,0,0.00048692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2045,0,0,0,0,0.00048692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1909,0,0.000487003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6205,0,0,0,0,0,0,0,0,0,0,0,0.000487255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7898,0,0,0,0,0,0,0,0,0,0,0,0.000487255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4668,0,0,0,0,0,0,0,0,0,0,0,0.000487255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7899,0,0,0,0,0,0,0,0,0,0,0,0.000487255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7896,0,0,0,0,0,0,0,0,0,0,0,0.000487255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7897,0,0,0,0,0,0,0,0,0,0,0,0.000487255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3709,0,0,0,0,0,0.000199357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111769,0,0,0,0,0,0,0,0,0,0,0,0.000176616
ASV9179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488043,0
ASV5363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488043,0
ASV5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488043,0
ASV10967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488043,0
ASV10966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000488043,0
ASV4722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290276,0,0,0,0,0,0.000198138,0,0,0,0,0,0,0,0,0
ASV2799,0,0.000152188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000336474,0,0,0,0
ASV3955,0,0.000319596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169538,0,0,0,0,0,0,0,0
ASV6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116559,0,0,0,0,0,0,0,0,0,0,0,0.000372983,0,0,0,0,0,0,0,0
ASV6483,0,0,0,0,0,0,0,0,0.000137235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000352526,0,0,0
ASV1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489812,0,0,0,0,0,0
ASV10307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489812,0,0,0,0,0,0
ASV10309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489812,0,0,0,0,0,0
ASV10306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489812,0,0,0,0,0,0
ASV10308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000489812,0,0,0,0,0,0
ASV3790,0,0,0,0,0,0,0,0,0,0,0.000364193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126154
ASV442,0,0,0,0,0,0.000293173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198138,0,0,0,0,0,0,0,0,0
ASV6739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491785,0,0,0,0,0,0,0,0,0,0,0,0
ASV6738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000491785,0,0,0,0,0,0,0,0,0,0,0,0
ASV10761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000492773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000316997,0,0,0,0,0,0,0
ASV9761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000493052,0,0,0,0,0,0,0,0,0,0,0
ASV6516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000288406,0,0,0,0
ASV8217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249268,0,0,0,0,0,0,0,0,0,0.000245892,0,0,0,0,0,0,0,0,0,0,0,0
ASV10210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000495221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7412,0,0,0,0,0,0,0,0.000225468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118883,0,0,0,0,0,0,0,0,0.000151385
ASV5060,0,0,0.000496394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5059,0,0,0.000496394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5056,0,0,0.000496394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5057,0,0,0.000496394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5058,0,0,0.000496394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5061,0,0,0.000496394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496661,0,0
ASV10956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496661,0,0
ASV10958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496661,0,0
ASV10955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496661,0,0
ASV5360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496661,0,0
ASV5666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496661,0,0
ASV5338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496826,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496826,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496826,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000496826,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4584,0,0,0,0,0,0,0,0,0,0.000497304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5476,0,0,0,0.000497449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5943,0,6.09E-05,0,0,0,0,0,0,0,0,0.000437031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000146944,0,0,0,0,0,0
ASV11481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV11476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV11480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV11482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV11478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV11477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV11479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV7086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000498815,0,0,0,0,0,0,0,0,0,0
ASV1294,0,0,0,0,0,0,0,0.00050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2451,0,0,0,0,0,0,0,0.00050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6990,0,0,0,0,0,0,0,0.00050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3962,0,0,0,0,0,0,0,0.00050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5489,0,0,0,0,0,0,0,0.00050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5273,0,0.000502222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5272,0,0.000502222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000502621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5807,0,0,0,0,0,0,0.000502946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8066,0.000503575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4571,0,0,0,0,0,0.000504257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4397,0,0,0,0,0,0.000504257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4572,0,0,0,0,0,0.000504257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00050509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7233,0,0,0,0,0,0,0,0,0,0,0,0.000152267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000353232
ASV10792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217707,0,0,0,0,0,0,0,0,0,0,0.000288406,0,0,0,0
ASV3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV8458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV11534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV11537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV11536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV6671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV11535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507196,0,0,0,0,0,0,0
ASV3291,0,0,0,0,0,0,0.000107774,0.000175364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224115,0,0,0,0,0,0,0,0,0,0,0
ASV2323,0,0,0,0,0,0,0,0,0,0,0,0,0.000236086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027126,0,0,0,0,0,0,0,0
ASV12227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV6886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV9293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508613,0,0,0,0,0,0,0,0
ASV8288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508613,0,0,0,0,0,0,0,0
ASV8289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508613,0,0,0,0,0,0,0,0
ASV8287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508613,0,0,0,0,0,0,0,0
ASV6387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508613,0,0,0,0,0,0,0,0
ASV8286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508613,0,0,0,0,0,0,0,0
ASV9699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000194265,0.000315093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11999,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12003,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12005,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7023,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV7428,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11997,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12004,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12001,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12002,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV12000,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11998,0,0,0,0,0,0,0,0,0,0,0.00050987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4994,0,0,0.000510183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4993,0,0,0.000510183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV4995,0,0,0.000510183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2581,0,0,0,0,0,0,1.80E-05,0,0,0,0,0.000274081,0,0,0,0,0,0.00021901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV5940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287212,0,0,0,0,0,0.000224115,0,0,0,0,0,0,0,0,0,0,0
