,1239-5-10-amf,1250-5-10-amf,13-5-10-amf,1387-5-10-amf,522-5-10-amf,672-5-10-amf,717-5-10-amf,856-5-10-amf,98-5-10-amf,1859-5-10-AMF,1601-5-10-AMF,1619-5-10-AMF,1832-5-10-AMF,1850-5-10-AMF,1875-5-10-AMF,1973-5-10-AMF,2355-5-10-AMF,2398-5-10-AMF,2500-5-10-AMF,2537-5-10-AMF,2597-5-10-AMF,2629-5-10-AMF,2893-5-10-AMF,2923-5-10-AMF,2869-5-10-AMF,3239-5-10-AMF,3381-5-10-AMF,3409-5-10-AMF,3667-5-10-AMF,3682-5-10-AMF,3779-5-10-AMF,3907-5-10-AMF,473-5-10-AMF,554-5-10-AMF
ASV668,0,0.002159336,0.000156912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182582,0,0,0,0.001076426,0.000999001,0,0.000426803,0,0.001052632,0.002647413,0,0,0,0,0
ASV1692,0,0,0,0,0,0.002762431,0.003591954,0,0,0,0,0,0.000749064,0,0,0,0,0,0,0.001627781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV903,0,0,0.00156912,0,0,0,0,0,0,0,0,0.000374532,0,0,0,0,0,0,0,0,0,0,0,0,0.000423131,0,0,0,0,0,0,0.006572461,0,0
ASV2217,0,0,0,0,0,0,0,0.008941345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1321,0,0,0.008943982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008962868,0,0,0,0,0,0,0,0
ASV1093,0,0.006818957,0,0,0,0,0.002155172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3559,0,0,0,0,0,0.002762431,0,0,0,0,0,0,0,0,0.00061237,0,0,0,0,0,0.000164908,0.005555556,0,0,0,0,0,0,0,0,0,0,0,0
ASV3232,0,0,0,0,0,0,0.00933908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009386282,0,0,0,0,0
ASV1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009389671,0,0,0,0,0,0,0,0
ASV1066,0,0,0,0,0,0,0.002155172,0,0,0.002517835,0,0,0,0,0,0,0,0,0.000912909,0,0.000164908,0,0,0,0,0,0,0,0,0,0.002477291,0,0.001184834,0
ASV3017,0,0,0,0,0,0,0,0,0,0,0.009572431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009952607,0
ASV2066,0,0,0,0,0,0,0,0.010014306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010061085,0,0,0,0,0,0,0
ASV879,0,0.001477441,0.005962655,0,0,0,0,0,0,0,0,0,0,0,0,0.000277778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002628985,0,0
ASV664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010348977,0,0,0,0,0
ASV1221,0,0,0.01035619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01042041,0,0,0,0,0,0,0
ASV882,0,0,0.001412208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009026798,0,0,0,0,0,0,0,0,0
ASV1713,0,0,0,0.010593811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1619,0,0,0,0,0,0,0,0,0.010729614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV296,0,0,0.010983838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1430,0,0,0,0.011430164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2727,0,0,0,0,0,0,0,0,0,0,0.011486918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV566,0,0.000340948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002222222,0,0,0,0,0,0,0,0.000333,0.00112835,0.001707213,0.001796622,0,0,0,0.004128819,0,0,0
ASV369,0,0,0.011768398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01179302,0,0,0,0,0
ASV3790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011862396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011937059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000717618,0,0,0,0,0,0.011311673,0,0,0,0,0
ASV244,0,0,0,0,0,0,0.012212644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1225,0,0,0,0,0,0,0,0,0,0,0,0.012359551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012509773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1197,0,0,0.001882944,0,0,0,0,0,0,0,0,0.010674157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001111111,0,0,0,0,0,0,0,0,0,0,0,0.004210526,0,0,0,0.003614854,0.004265403,0
ASV1669,0,0,0,0,0,0,0,0,0.01323319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013237064,0,0,0,0,0
ASV1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013291634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1779,0,0,0,0,0,0,0,0,0,0,0,0,0.013483146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV673,0,0,0,0,0,0,0,0,0.006437768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003286231,0.003791469,0
ASV520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008264463,0,0,0,0,0.005257969,0,0
ASV1162,0,0,0,0,0,0,0,0,0,0,0,0.013670412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV441,0,0.003977725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009816475,0,0,0,0,0,0,0,0
ASV1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013812875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014013654,0,0,0,0,0,0,0
ASV510,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014073495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002084962,0.003061849,0,0,0,0,0.002712968,0,0,0.000358809,0.000333,0.000282087,0,0,0.001052632,0.00433213,0,0,0,0,0
ASV686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014511873,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014650027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV561,0,0.003409478,0.005962655,0,0,0,0,0,0.001072961,0,0,0.002059925,0,0,0,0,0,0,0,0,0,0,0.002152853,0,0,0,0,0,0,0,0,0,0,0
ASV1110,0,0,0,0.000278784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00280343,0,0,0,0.004231312,0,0,0,0,0,0,0,0.007345972,0
ASV523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014696877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV777,0,0.000227299,0,0,0,0,0,0,0.001788269,0,0.001914486,0,0,0,0.00061237,0.001111111,0,0,0,0.001085187,0.000494723,0,0,0.001665002,0.000141044,0.000853606,0,0.001052632,0.003128761,0.000303306,0.000412882,0,0,0
ASV1129,0,0,0.00235368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012487677,0,0
ASV1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004166667,0,0,0,0,0,0,0,0,0,0,0,0,0.011070999,0,0,0,0,0
ASV1082,0,0,0,0,0,0,0,0,0,0,0,0.015355805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015364917,0,0,0,0,0,0,0,0
ASV922,0,0,0,0,0,0,0,0,0,0,0,0.015730337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015735214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01612515,0,0,0,0,0
ASV611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010685431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005776173,0,0,0,0,0
ASV476,0,0,0.005648831,0,0,0,0,0,0,0,0,0,0,0.011206672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1472,0,0,0,0,0,0,0,0.017167382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV725,0,0.01727469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1447,0,0,0,0,0,0,0,0,0.017525036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017722179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017758726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017925736,0,0,0,0,0,0,0,0
ASV874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018050542,0,0,0,0,0
ASV430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV963,0,0,0,0,0,0,0,0,0,0,0,0.018164794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV816,0,0,0,0,0,0,0,0,0,0,0,0.01835206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV717,0,0,0,0,0,0,0,0,0.000715308,0.000839278,0,0,0,0.002345582,0.003674219,0.001944444,0,0,0,0.001627781,0.004452507,0,0,0,0.000282087,0,0,0,0,0,0.002477291,0,0,0
ASV252,0,0.012728719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006016847,0,0,0,0,0
ASV1913,0,0,0,0,0,0,0,0,0,0,0,0,0.0082397,0,0,0,0.010676157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019206146,0,0,0,0,0,0,0,0
ASV1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019494585,0,0,0,0,0
ASV1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019735259,0,0,0,0,0
ASV751,0,0,0,0,0,0,0,0,0,0,0,0.019850187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV842,0,0.000454597,0,0,0,0,0.010057471,0,0.005364807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423131,0,0,0,0,0,0,0,0.003791469,0
ASV569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020231214,0,0,0
ASV599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020321504,0,0,0,0
ASV770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020486556,0,0,0,0,0,0,0,0
ASV750,0,0.000113649,0.000627648,0,0,0,0.010775862,0,0,0,0,0.000187266,0,0.003909304,0,0,0,0,0,0,0.000659631,0,0,0,0,0.000426803,0,0,0.001925391,0,0.00206441,0,0,0
ASV363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008962868,0,0,0.012033694,0,0,0,0,0
ASV976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021179302,0,0,0,0,0
ASV730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021297602,0,0,0,0,0,0,0,0,0
ASV289,0,0.021366064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021563981,0
ASV1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019595836,0,0,0,0,0,0,0,0,0,0.0022567,0,0,0,0,0,0,0,0,0
ASV1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021918793,0,0,0,0,0,0,0
ASV388,0,0.022275259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009766685,0,0,0,0,0,0,0,0,0,0.01304216,0,0,0,0
ASV676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01616095,0,0,0,0.007052186,0,0,0,0,0,0,0,0,0
ASV2635,0,0,0,0,0.023346304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023455825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023459716,0
ASV1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024318107,0,0
ASV1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02464673,0,0
ASV749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011950491,0,0,0.012755716,0,0,0,0,0
ASV318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0,0,0,0.002987623,0,0,0,0,0,0,0,0
ASV267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025560686,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025598679,0,0,0
ASV384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01943128,0
ASV1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026590011,0,0,0,0,0,0,0
ASV805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027251185,0
ASV573,0,0,0,0,0,0,0.027298851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV648,0,0.013751563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01365433,0,0,0,0,0,0,0
ASV401,0,0.001022844,0.000470736,0,0,0,0,0,0,0,0,0,0,0.000521241,0.005511329,0.005833333,0,0,0.000547745,0,0.002473615,0,0,0,0.003667137,0.003414426,0.000718649,0,0,0,0.003303055,0,0,0
ASV1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027672273,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV2587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0
ASV1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028305028,0,0,0,0,0,0,0,0,0,0
ASV773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028386633,0,0,0,0,0,0,0
ASV607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028488852,0,0,0
ASV604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028631876,0,0,0,0,0,0,0,0,0
ASV793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028781384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV627,0,0,0,0,0,0,0,0,0,0,0,0.028838951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV838,0,0,0,0,0,0,0,0,0,0.000419639,0.014677728,0,0,0.004951785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00867052,0,0.000236967,0
ASV804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029022621,0,0,0,0,0,0,0,0
ASV1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029105282,0,0,0,0,0,0,0
ASV526,0,0,0.027459595,0,0,0,0,0,0,0,0,0.001872659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1529,0,0,0,0,0,0,0,0,0,0,0.029355456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV408,0,0.007614502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003952569,0,0.017809868,0,0,0,0,0
ASV714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010164191,0.015309247,0,0,0,0,0,0,0,0,0,0.004513399,0,0,0,0,0,0,0,0,0
ASV752,0,0,0,0.001672707,0,0,0,0,0,0,0,0,0.020973783,0,0,0,0,0,0,0.00759631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV620,0,0,0,0,0,0,0,0,0,0,0.024888322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005535499,0,0,0,0,0
ASV594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031042654,0
ASV1026,0,0,0,0,0,0,0,0,0.03111588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV610,0,0,0.031382394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV571,0,0,0.031696218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032056294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0
ASV595,0,0.002045687,0,0,0,0,0,0,0,0.000419639,0,0,0,0,0,0,0,0,0.003103889,0,0.01616095,0,0,0,0,0,0.003952569,0,0,0,0.007844756,0,0,0
ASV320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021918793,0,0,0.011828935,0,0,0,0
ASV297,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964295,0.009797918,0,0,0,0,0,0.015006596,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021200144,0,0.013718412,0,0,0,0,0
ASV415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017982799,0,0.013888889,0,0,0,0,0,0,0,0,0.003102962,0,0,0,0,0,0,0,0,0
ASV960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035213798,0,0,0,0,0,0,0
ASV556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035238269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035522067,0,0,0,0,0,0,0,0,0,0,0
ASV764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021944444,0,0,0,0,0,0,0,0,0,0,0,0,0.013718412,0,0,0,0,0
ASV358,0,0,0,0,0,0,0,0,0.01323319,0,0.010848756,0,0,0,0,0.007777778,0,0,0,0.000542594,0,0,0,0,0,0,0,0,0,0.003639672,0,0,0,0
ASV791,0,0,0,0,0,0,0,0,0,0.036088963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036746491,0,0,0
ASV450,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023195205,0,0.014444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037966932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1387,0,0,0,0,0,0,0.038074713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV996,0,0,0,0,0,0,0,0,0,0.038187159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV721,0,0,0,0,0,0,0.016522989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01401715,0,0,0,0.004372355,0,0,0,0,0,0,0,0.003317536,0
ASV524,0,0,0.038600345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039470517,0,0,0,0,0
ASV314,0,0.02204796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017498933,0,0,0,0,0,0,0,0
ASV257,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039614282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV614,0,0,0.014906637,0,0,0,0,0,0,0,0.007657945,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV413,0,0.020570519,0,0,0,0,0.017241379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022567,0,0,0,0,0,0,0,0,0
ASV1246,0,0,0,0,0,0,0,0,0,0,0.040204212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV497,0,0,0.006590303,0,0,0,0,0,0,0,0,0.033895131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028665328,0,0,0,0,0,0,0,0,0,0,0.011828935,0,0,0,0
ASV517,0,0,0,0.00808475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030672823,0,0,0,0.001974612,0,0,0,0,0,0,0,0,0
ASV847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02583423,0.014985015,0,0,0,0,0,0,0,0,0,0
ASV220,0,0,0,0,0,0,0,0,0,0,0.025526484,0,0,0.005473026,0,0,0,0,0,0.001085187,0,0,0,0,0.008744711,0,0,0,0,0,0,0,0,0
ASV419,0,0,0.041110937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
