,1239-5-10-16S,1250-5-10-16S,13-5-10-16S,1338-5-10-16S,1387-5-10-16S,522-5-10-16S,672-5-10-16S,717-5-10-16S,856-5-10-16S,98-5-10-16S,1859-5-10-16S,1601-5-10-16S,1619-5-10-16S,1832-5-10-16S,1850-5-10-16S,1875-5-10-16S,1973-5-10-16S,2355-5-10-16S,2398-5-10-16S,2500-5-10-16S,2352-5-10-16S,2537-5-10-16S,2597-5-10-16S,2629-5-10-16S,2893-5-10-16S,2923-5-10-16S,2869-5-10-16S,3239-5-10-16S,3381-5-10-16S,3409-5-10-16S,3667-5-10-16S,3682-5-10-16S,3779-5-10-16S,3907-5-10-16S,473-5-10-16S,554-5-10-16S
ASV10290,0,0,0,0,0,0.000930463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10291,0,0,0,0,0,0.000558278,0,0,0.000325062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10292,0,0,0,0,0,0,0.000823995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10293,0,0,0,0,0,0,0.000823995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10294,0,0,0,0,0,0,0.000823995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10295,0,0,0,0,0,0,0.000823995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10296,0,0,0,0,0,0,0.000823995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10297,0,0,0,0,0,0,0.000384531,0,0.000433416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10298,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10299,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV103,0.00174086,0,0,0.001207948,0.001193724,0.001240618,0.001263459,0,0.002167082,0,0,0.000701368,0,0,0.000537988,0,0.001006824,0.002244576,0.001189737,0,0.001661743,0,0.001206637,0,0.001900969,0.0019994,0.001481116,0.00199117,0.00123015,0.001116865,0.001022243,0.000563412,0,0,0,0
ASV1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003579819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000916493,0,0,0,0,0
ASV10300,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10301,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10302,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10303,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10304,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10305,0,0,0,0,0,0,0,0.001113751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10306,0,0,0,0,0,0,0,0.000519751,0,0.000625831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000894955,0.001912046,0.000258639,0.000910144,0.003692762,0,0.00130719,0,0,0,0.000691187,0,0,0,0,0.000901459,0,0,0,0
ASV10311,0,0,0,0,0,0,0,0,0.000325062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10312,0,0,0,0,0,0,0,0,0.000433416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10313,0,0,0,0,0,0,0,0,0.000812656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10314,0,0,0,0,0,0,0,0,0.000812656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10315,0,0,0,0,0,0,0,0,0.000812656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10316,0,0,0,0,0,0,0,0,0.000812656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10317,0,0,0,0,0,0,0,0,0.000812656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1032,0,0,0.001308699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10320,0,0,0,0,0,0,0,0,0,0.000469373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10321,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10322,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10323,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10324,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10325,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10326,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10327,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10328,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10329,0,0,0,0,0,0,0,0,0,0.001173433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1033,0,0.000978812,0,0,0,0,0,0.001188001,0,0,0,0,0,0,0.000358659,0,0,0,0,0,0,0,0,0,0,0,0,0.002770323,0,0,0,0.000563412,0,0,0,0
ASV10330,0.000248694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10332,0,0.000633349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10333,0,0.000172731,0,0,0,0,0,0.000594001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10334,0,0,0,0,0,0,0.000604263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000193667
ASV10335,0,0,0,0,0,0,0,0.000816751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10336,0,0,0,0,0,0,0,0,0,0.000860518,0,0,0,0,0.000239106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10337,0,0,0.000769823,0,0,0,0,0,0,0,0,0,0,0,0.000298882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000507666,0,0,0,0,0,0
ASV1034,0,0,0,0,0,0,0,0,0,0,0.00147676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000444335,0,0,0.002944461,0,0,0,0,0,0
ASV10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432863,0,0,0,0,0,0,0,0
ASV10341,0,0,0,0,0,0,0,0,0,7.82E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10342,0,0,0,0,0.000767394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000512733,0,0,0,0,0,0,0,0,0,0,0,0
ASV10343,0,0,0,0,0.000767394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019994,0,0,0,0,0.000140999,0,0,0,0,0
ASV10345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00059982,0,0,0,0,0,0,0,0,0,0
ASV10346,0,0,0,0,0,0,0,0.000668251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10347,0,0,0,0,0,0,0,0,0.000487593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000290501
ASV10349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001343003,0
ASV1035,6.22E-05,0,0,0.001993115,0,0,0,0,0.000975187,0,7.77E-05,0,0,0,0,0,0,0.000249397,0.000103455,0,0,0,0.000167588,0,0,0,4.94E-05,0,0,0,0,0,0,0,0,4.84E-05
ASV10351,0.000124347,0,0,0,0,0,5.49E-05,0,0,0,0,0,0,0,0,0.000336814,0,0,0.000103455,0,0,0,0,0,0,0,4.94E-05,0,0,0,0,0,0,0,0,0
ASV10352,0,0,0.000615858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000598188,0,0,0,0,0,0,0,0,0,0,0,0
ASV10354,0,0,0,0,0,0,5.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10355,0,0,0,0,0,0,0.000439464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001343003,0
ASV1036,0,0,0,0,0.001961119,0,0,0,0,0,0,0,0,0,0.000896647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812265,0,0.002084624,0,0,0,0
ASV10360,0,0,0,0,0,0.000434216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10361,0,0,0,0,0,0,0,0,0,0.000547602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045073,0,0,0,0
ASV10364,0,0,7.70E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432863,0,0,0,0,0,0,0,0
ASV10365,0,0,0,0.000362384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002417405,0
ASV10367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10369,0,0,0,0,0,0,0.000329598,0,0,0,0,0,0,0,0.000239106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006402656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10370,0,0,0,0,0,0,0,0,0,0.000469373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10371,0,0,0,0,0,0,0,0,0,0.000469373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001019137,0,0,0
ASV10372,0,0,0.000384911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10373,0,0,0.000307929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184638,0,0,0,0,0,0,0,0.000111832,0,0,0,0,0,0,0
ASV10376,0,0,0,0,0.000255798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338917
ASV10377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100553,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10378,0,0,0,0,0,0,0,0,0,7.82E-05,7.77E-05,0,0,0,0,0,0,0,0.000155183,0,0,0,0,0,0,0,0,0,0,0,0,5.63E-05,0,0,0,0
ASV10379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000369276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001343003,0
ASV1038,0,0,0,0,0,0,0,0,0,0.004615505,0.00202083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001464871,0,0,0,0
ASV10380,0,0,0,0,0,0.000124062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10381,0,0,0,0,0,0,0,7.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10382,0,0,0,0,0,0,0,0,0,0,0.001165864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10383,0,0,0,0,0,0,0,0,0,0,0.001165864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10384,0,0,0,0,0,0,0,0,0,0,0.001165864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10385,0,0,0,0,0,0,0,0,0,0,0.00054407,0,0,0,0,0,0.000894955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10386,0,0,0,0,0,0,0,0,0,0,0.00054407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000394964,0,0,0,0,0,0,0,0,0
ASV10387,0,0,0,0,0,0,0,0,0,0,0.000466345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10388,0,0,0,0,0,0,0,0,0,0,0.000388621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10389,0,0,0,0,0,0,0,0,0,0,0.000310897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000619753,0,0,0,0
ASV1039,0.000746083,0,0,0,0,0,0,0,0,0,0,0.001603126,0,0,0,0,0.001118693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225365,0,0,0,0
ASV10397,0,0,0,0,0,0,0,0,0,0,0,0,0.000618238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV104,0.002486944,0,0,0,0.002557981,0.004094039,0.003295979,0,0.002275436,0,0,0,0,0,0,0,0.00335608,0.008728905,0,0.002482211,0,0.005775211,0.004156192,0.004700051,0.007875441,0.00209937,0.001333004,0,0,0,0.000704995,0,0,0,0,0.001597753
ASV1040,0,0.00120912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003223207,0
ASV10408,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10409,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000634495,0,0,0,0,0
ASV10410,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10411,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10412,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10413,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10414,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10415,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10416,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10417,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10418,0,0,0,0,0,0,0,0,0,0,0,0.000751465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10419,0,0,0,0,0,0,0,0,0,0,0,0.000450879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1042,0,0.000115154,0,0,0,0,0,0.00037125,0,0.000391144,0.001321312,0,0.000231839,0,0.00083687,0,0,0,0,0,0,0,0,0,0,0,4.94E-05,0,0,0,0,0,0.000566187,0,0.000268601,0
ASV10420,0,0,0,0,0,0,0,0,0,0,0,0.000100195,0,0,0,0,0,0,0.000413822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10421,0,0,0,0,0,0,0,0,0,0,0,0.000100195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1043,0.000497389,0,0,0,0.000937926,0,0,0,0,0,0,0,0,0,0.002809492,0,0,0.000498795,0.000724188,0,0,0,0,0,0,0.0039988,0,0,0,0,0,0,0,0,0,0
ASV1044,0,0,0,0,0,0,0.000933861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002961647,0.000938495,0,0.001991491,0.00469859,0,0,0,0,0,0,0,0,0,0
ASV10446,0,0,0,0,0,0,0,0,0,0,0,0,0.000540958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10447,0,0,0,0,0,0,0,0,0,0,0,0,0.000695518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10448,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10449,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1045,0.003357374,0,0,0,0.002899045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004187318,0,0,0,0,0,0,0,0,0,0,0,0
ASV10450,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10451,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10452,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10453,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10454,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10455,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10456,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10457,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10458,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10459,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1046,0,0.000863657,0,0,0,0,0,0.001559252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134071,0,0,0,0.000839299,0,0,0,0,0.000563412,0,0,0,0
ASV10460,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10461,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10462,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10463,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10464,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10465,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10466,0,0,0,0,0,0,0,0,0,0,0,0,0.001159196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10467,0,0,0,0,0,0,0,0,0,0,0,0,0.000386399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1047,0,0,0,0,0,0,0,0,0,0,0,0,0.002086553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003557031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003557031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1048,0,0,0,0,0,0,0,0,0,0.001955722,0,0,0,0,0,0,0,0,0,0,0.003323486,0,0,0,0,0,0.001283634,0,0,0,0.000387747,0,0,0,0,0
ASV10482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000896647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000597764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418435,0,0,0,0,0,0,0,0,0,0,0,0.000197482,0,0,0,0,0,0,0,0,0
ASV10489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1049,0,0.000518194,0.000153965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000418435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226475,0,0,0
ASV10491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298882,0,0.000671216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000225365,0,0,0,0
ASV10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045295,0,0,0
ASV105,0,0,0,0,0,0,0,0.001782002,0,0.003050927,0.000932691,0,0,0,0.002450834,0,0,0,0,0,0,0,0,0,0,0,0.001382375,0.001904597,0,0.005888923,0,0.002929743,0.00577511,0,0,0
ASV1050,0.002113902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001522997,0.003031478,0,0,0,0,0
ASV10506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001684069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV10507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001684069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
